,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
35,75061,32.82605,-96.9655,Irving,TX,Texas,TRUE,,54520,1819.7,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
36,75062,32.84702,-96.95686,Irving,TX,Texas,TRUE,,49306,1732.9,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
37,75063,32.92046,-96.98599,Irving,TX,Texas,TRUE,,40048,1020.9,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
38,75065,33.11093,-97.0119,Lake Dallas,TX,Texas,TRUE,,12640,613.8,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
39,75067,33.01371,-97.00025,Lewisville,TX,Texas,TRUE,,68196,1980.9,48121,Denton,"{""48121"": ""98.62"", ""48113"": ""1.38""}",Denton|Dallas,48121|48113,FALSE,FALSE,America/Chicago
40,75068,33.17647,-96.95053,Little Elm,TX,Texas,TRUE,,65991,929.5,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
41,75069,33.16545,-96.59468,Mckinney,TX,Texas,TRUE,,37892,457,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
42,75070,33.17311,-96.69773,Mckinney,TX,Texas,TRUE,,104415,1687.8,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
43,75071,33.24663,-96.62898,Mckinney,TX,Texas,TRUE,,55570,272.2,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
44,75074,33.03188,-96.67428,Plano,TX,Texas,TRUE,,52259,1221.7,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
45,75075,33.02137,-96.74103,Plano,TX,Texas,TRUE,,38283,1499.7,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
46,75076,33.79472,-96.72168,Pottsboro,TX,Texas,TRUE,,8156,63.3,48181,Grayson,"{""48181"": ""100""}",Grayson,48181,FALSE,FALSE,America/Chicago
47,75077,33.07886,-97.06273,Lewisville,TX,Texas,TRUE,,37102,1025,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
48,75078,33.24672,-96.80856,Prosper,TX,Texas,TRUE,,28803,339.5,48085,Collin,"{""48085"": ""92.73"", ""48121"": ""7.27""}",Collin|Denton,48085|48121,FALSE,FALSE,America/Chicago
49,75080,32.97394,-96.74202,Richardson,TX,Texas,TRUE,,52531,1775.5,48113,Dallas,"{""48113"": ""77.52"", ""48085"": ""22.48""}",Dallas|Collin,48113|48085,FALSE,FALSE,America/Chicago
50,75081,32.94882,-96.7102,Richardson,TX,Texas,TRUE,,40265,1684.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
